"V1" "V2" "V3" "V4" "V5" "V6"
"1" "bZIP29_1" "bZIP29_2" "bZIP29_3" "WT_1" "WT_2" "WT_3"
"2" missing "14.1671426761817" "12.9727029171751" "14.8181737869517" missing missing
"3" "1.41723379939617" "1.20145379585993" missing missing "1.096828754225" missing
"4" "41.8629060744716" "41.1998530830302" "42.6965659118674" "37.528635786519" "34.8492408728761" "48.6456870599298"
"5" "102.422396502516" "98.3189689612045" "92.0684061403395" "104.210417827802" "97.4183357161658" "86.065446336799"
"6" missing "4.00484598619978" "3.58953430232514" "3.70454344673793" "2.64236018063295" "6.27033804098888"
"7" "8.2308578349547" "17.8716252134165" "14.9249057833519" "7.99966628353553" missing missing
"8" "6.05049814357597" "6.70811702688462" "8.43855432476436" "4.24143380133763" "5.13515280387159" "6.21977079872284"
"9" "246.380645125796" "215.060229458928" "203.343969512419" "258.405327668836" "258.053892357663" "205.454705326918"
"10" "207.570242619255" "239.289547675437" "206.303760954687" missing "307.660465560112" "179.311441075376"
"11" missing missing "15.8065457874317" missing "24.6786469700625" "17.7491020353798"
"12" missing missing "32.4947315789433" "9.18082506365487" missing "32.160766081201"
"13" "2.07134170680979" "1.8522412686174" "1.4484085781312" "1.34222588649925" "1.69509898380227" "2.78119832463216"
"14" "10.7927804723247" "11.9644773837718" missing "4.2951228367976" "4.28760331197045" "8.84926739655689"
"15" "36.2484798691714" "31.4881015664957" missing "37.636013857439" "37.29217764365" missing
"16" "1.96232372224086" "2.60314989102985" "2.33004858221105" "0.91271360281949" "1.096828754225" "1.56758451024722"
"17" "5.50540822073129" "12.5652042817018" "13.2875743472036" "4.61725704955742" "6.0325581482375" "12.0855709015834"
"18" "6.05049814357597" "7.50908622412458" "7.24204289065598" "6.06686100697661" "6.0325581482375" "4.85445525753978"
"19" "13.6817570634015" "13.4662946285967" "11.9021400550781" "20.9387238293883" "17.2002691003466" "12.844079535574"
"20" "40.5546902596444" "38.3964608926903" missing "35.6495195454201" "44.2719969887182" "35.3465023439615"
"21" "4.25170139818852" "5.25636035688721" "3.90440573235366" missing "4.53688257429431" "4.95558974207186"
"22" "42.5170139818852" missing "43.0114373418959" "41.4479353750969" "45.4186815954079" "38.6839403335201"
"23" "13.2456851251258" "14.2172032510092" "12.7837800591579" "8.91237988635502" "10.1207380503489" "13.8048571386287"
"24" "26.4913702502516" "26.482044083746" "27.8346344145212" "29.5826585384435" missing "25.9915625247442"
"25" missing "13.3161129041143" "14.4211114953063" "18.9522295173694" "14.4581972147841" "14.0576933499589"
"26" "75.6039722985574" "84.8026137577803" "71.5387889024799" "81.3925777573145" "75.880607451384" "59.2648079357981"
"27" "21.8035969137873" "17.120716591004" "21.285308669928" "21.3145470776081" "19.1945031989375" "20.6314348445441"
"28" missing "5.90714782964467" "15.5546486434089" "4.45618994317751" "4.33745916443522" missing
"29" "30.3069997101643" "26.0314989102985" "29.4089915646638" "32.7503116305817" "30.5616375609057" "30.9977195090821"
"30" "16.8432786159007" "17.320958890314" "17.7587486536086" "12.8316794749328" "15.7045935264034" "17.3445640972515"
"31" "8.61242078094598" missing "6.36040288657612" "11.1673193756738" "10.7688641323909" "6.422039767787"
"32" "2.18035969137873" missing missing missing "1.59538727887273" "1.11247932985287"
"33" "0.163526976853405" "0.951150921722447" missing "0.05368903545997" "0.498558524647727" "0.960777603054748"
"34" "28.3446759879235" "31.6382832909782" missing "31.8912870632222" "33.8521238235807" "24.7779487103593"
"35" missing "21.2757443016863" "24.3080743982018" "19.703876013809" "18.9452239366136" "27.2557435813952"
"36" missing "7.75938909826207" "9.25722004283851" "8.16073338991544" "8.17635980422272" "8.69756566975877"
"37" "7.84929488896342" "8.81066116963951" "11.272397195021" missing "1.096828754225" "3.64084144315483"
"38" missing "36.243856175108" "55.2284488270025" "15.1939970351715" "14.0094945426011" "52.0842595340205"
"39" missing "7.50908622412458" missing "4.45618994317751" "5.88299059084318" "15.0184709530137"
"40" "64.2115929111036" missing missing "50.7361385096717" "52.6477802028" "64.6249356159983"
