Typ;Nr;Namn;Address1;Address2;Address3;Address4;Address5;RT90x;RT90y
Ombud;218309-92A;Icas Spelboa;Storgatan 26;;820 10;ARBRÅ;Gavleborgs lan;;
Ombud;218407-90B;Coop Nara Enanger;Enangersvagen 33;;825 95;ENÅNGER;Gavleborgs lan;6826502;1563843
Ombud;218408-90A;ICA Supermarket Delsbohallen;Edevagen 5;;820 60;DELSBO;Gavleborgs lan;6854213;1539462
Ombud;218409-91A;ICA Nara Friggesund;Strombackavagen 17;;820 62;BJURÅKER;Gavleborgs lan;6864382;1538772
Ombud;218409-92A;Ängebo Livs;Ängebo 83;;820 62;BJURÅKER;Gavleborgs lan;6873222;1527886
Ombud;218411-91B;Tempo;Forsavagen 1;;820 64;NÄSVIKEN;Gavleborgs lan;6849700;1556052
Ombud;226003-92B;Nara Dig;Turingevagen 18;;840 24;ÖVERTURINGEN;Vasternorrlands lan;6926885;1454352
Ombud;226004-91C;Östins Jarnhandel;Franstavagen 275;;840 12;FRÄNSTA;Vasternorrlands lan;6931816.781;1518831.915
Ombud;226203-91A;Ica Nara Soraker;Folketshusvagen 1;;860 35;SÖRÅKER;Vasternorrlands lan;6933893;1587758
Ombud;228005-91A;Mat & Nostalgi;Gammelgarden 237;;871 94;VIKSJÖ;Vasternorrlands lan;6963845;1582404
Ombud;228107-90A;ICA Supermarket Stode;Stodevagen 44;;860 13;STÖDE;Vasternorrlands lan;6923094;1540210
Ombud;228108-91C;Ica Supermarket Matfors;Skolevagen 2-4;;864 22;MATFORS;Vasternorrlands lan;;
Ombud;228109-92A;Lucksta Livs AB Matnara;Lindvagen 2;;864 92;MATFORS;Vasternorrlands lan;6910342;1564581
Ombud;228111-90C;Tempo Indal;Faltvagen 3;;860 40;INDAL;Vasternorrlands lan;6940857;1566621
Ombud;228113-90A;ICA Nara Liden;Lidenvagen 94;;860 41;LIDEN;Vasternorrlands lan;6954571;1551003
Ombud;228202-91B;Ica Nara Strommen;Prastbordet 103;;872 98;NORASTRÖM;Vasternorrlands lan;6975514;1615977
Ombud;228204-90A;ICA Nara Nordingra;Prastmyrvagen 1;;870 30;NORDINGRÅ;Vasternorrlands lan;6982410;1626318
Ombud;228204-91C;Servicepunkten i Mjallom;Petsamovagen 2;;870 31;MJÄLLOM;Vasternorrlands lan;6988888;1633167
Ombud;228205-91B;Docksta Jarn;Dockstavagen 27;;870 33;DOCKSTA;Vasternorrlands lan;6991364;1599301
Ombud;228206-90A;Br. Petterssons Jarn;Sundbrogatan 36;;870 32;ULLÅNGER;Vasternorrlands lan;6991246;1620631
Ombud;228207-91A;Lugnviks Narkop;Lugnviksvagen 71;;872 75;LUNGVIK;Vasternorrlands lan;6981670;1606922
Ombud;228211-91A;Nylands Jarnhandel;Bankgatan 7;;870 52;NYLAND;Vasternorrlands lan;6990070;1599216
Ombud;228304-90B;Tempo Langsele;Stationsgatan 13;;882 30;LÅNGSELE;Vasternorrlands lan;7008135;1563437
Ombud;228306-90C;Ck´s livs;Prastbordet 241;;880 30;NÄSÅKER;Vasternorrlands lan;7025135;1563659
Ombud;228308-91C;Coop Nara Nasaker;Storgatan 5;;880 30;NÄSÅKER;Vasternorrlands lan;7037320;1555073
Ombud;228309-90D;PA Bygg;Kopmangatan 25;;880 37;JUNSELE;Vasternorrlands lan;7065741;1553179
Ombud;228314-90A;Edselehallen;Ödsgardsvagen 4;;880 41;EDSELE;Vasternorrlands lan;7032863;1536944
Ombud;228404-92B;Åkerstrom & Company;Junselevagen 9;;895 30;BREDBYN;Vasternorrlands lan;7040409;1614572
Ombud;228404-93B;Lanthandeln i Solberg;Sagavagen 59;;895 98;SOLBERG;Vasternorrlands lan;7076966;1590514
Ombud;228405-90A;Konsum Skorped;Skorpedsvagen 19;;895 97;SKORPED;Vasternorrlands lan;7032305;1602487
Ombud;228406-91A;Sidensjo Handelsbod;Stryvagen 11;;893 95;SIDENSJÖ;Vasternorrlands lan;7022887;1624707
Ombud;228407-90B;Ulvo Handelsbod;Hamngatan 5;;893 99;ULVÖHAMN;Vasternorrlands lan;6994732.735;1643733.58
Ombud;228407-93A;Busskiosken Natra AB;Harmonivagen 2;;893 30;BJÄSTA;Vasternorrlands lan;7013069;1635626
Ombud;228410-91C;Ö-kiosken;Blasasen 11;;896 31;HUSUM;Vasternorrlands lan;7029756;1667477
Ombud;228411-90C;Gidea Livs;Bergforsvagen 50;;896 93;GIDEÅ;Vasternorrlands lan;7055945;1660295
Ombud;228411-91A;Flarke Lanthandel;Flarke 140;;896 93;GIDEÅ;Vasternorrlands lan;7055945;1660295
Ombud;228412-93B;Hemlings Lanthandel;Hemling 220;;890 51;LÅNGVIKSMON;Vasternorrlands lan;7063710;1635545
Ombud;228413-90A;Konsum Narkop;Centralgatan 31;;890 54;TREHÖRNINGSJÖ;Vasternorrlands lan;7068709;1651363
Ombud;230302-90A;ICA Forsen;Forsvagen 22;;840 73;BISPGÅRDEN;Jamtlands lan;6991181.531;1541196.144
Ombud;230303-90C;Affar´n i Borgvattnet;Borgvattnet 131;;830 76;STUGUN;Jamtlands lan;7034923;1501016
Ombud;230304-90A;ICA Nara Stugun;Industrivagen 2;;830 76;STUGUN;Jamtlands lan;7006472;1489946
Ombud;230502-91A;Bodsjo Diverse;Sidsjo 184;;840 60;BRÄCKE;Jamtlands lan;6958054;1466407
Ombud;230504-91A;Kalarne Livs;Stationsvagen 4;;840 64;KÄLARNE;Jamtlands lan;6985517;1514352
Ombud;230504-92B;Monikas Livs;Albacken 162;;840 67;SÖRBYGDEN;Jamtlands lan;6963162.559;1510633.528
Ombud;230506-92B;Ica Nara Gallo;Ringsvagen 2;;840 50;GÄLLÖ;Jamtlands lan;6978353;1470917
Ombud;230905-91A;Laxsjo Bua;Laxsjo 178;;830 60;FÖLLINGE;Jamtlands lan;7078682.872;1450412.354
Ombud;230906-90A;K-G Olssons Verkstad o Bensin HB;Langgatan 13;;830 60;FÖLLINGE;Jamtlands lan;7063110;1441401
Ombud;230906-92A;Handlarn Rotviken;Rotviken 204 A.;;830 60;FÖLLINGE;Jamtlands lan;7097331.135;1419644.071
Ombud;230907-92B;Trangsvikens Bygdegardsforening;Alsenvagen 8;;830 47;TRÅNGSVIKEN;Jamtlands lan;7026138;1410468
Ombud;230907-93B;Valsjobua AB;Valsjon 4720;;830 67;VALSJÖBYN;Jamtlands lan;7107769;1418768
Ombud;230908-91B;MBB Livs;Centralvagen 20;;830 51;OFFERDAL;Jamtlands lan;7039956;1413179
Ombud;230910-91A;Kluksbua;Kluk 188;;835 93;ALSEN;Jamtlands lan;6989041.608;1408543.131
Ombud;231302-91D;Lidsjobergs Lanthandel;Lidsjoberg 105;;830 86;LIDSJÖBERG;Jamtlands lan;7133656.476;1472519.928
Ombud;231304-90B;Ica H-Center;Storgatan 42;;830 70;HAMMERDAL;Jamtlands lan;7052737;1477461
Ombud;231305-91G;Ica Gransbua;Norgevagen 1;;830 90;GÄDDEDE;Jamtlands lan;7155919;1420104
Ombud;231305-92A;Ica Blasjofjall;Blasjon 230;;830 93;STORA BLÅSJÖN;Jamtlands lan;7193566;1418320
Ombud;231306-91A;Ica Nara Backe;Centrumvagen 1;;880 50;BACKE;Jamtlands lan;7078357;1529548
Ombud;231307-91B;Ica Nara Rosson;Hotingvagen 7;;880 51;ROSSÖN;Jamtlands lan;7091328;1525617
Ombud;231308-90A;Ica Kyrktasjo;Kopmangatan 10;;830 80;HOTING;Jamtlands lan;7124013;1504826
Ombud;231308-90B;Norrakers Handel;Borgavagen 8;;830 81;NORRÅKER;Jamtlands lan;7147778;1489840
Ombud;231308-93D;Ica Nara Hoting;Storgatan 20;;830 80;HOTING;Jamtlands lan;7112162.216;1519391.225
Ombud;232101-91A;Coop Extra Storlien;Vintergatan 4;;830 19;STORLIEN;Jamtlands lan;7027585;1314829
Ombud;232101-92A;ICA Toppen;Karolinervagen 21;;830 15;DUVED;Jamtlands lan;7034790;1355820
Ombud;232103-90D;Ica Nara Morsil;Kyrkvagen 23;;830 04;MÖRSIL;Jamtlands lan;7024133;1392288
Ombud;232103-90E;Ica Nara Karl Ors Bua;Hallenvagen 22;;830 01;HALLEN;Jamtlands lan;7008376;1414007
Ombud;232104-90B;ICA Nara Kall;Kall Vastgard 10;;830 05;JÄRPEN;Jamtlands lan;7043202;1371163
Ombud;232105-91A;ICA Ottsjo Bua;Ottsjo;;830 10;UNDERSÅKER;Jamtlands lan;7014731;1361766
Ombud;232105-91B;Ica Nara Undersaker;Byvagen 63;;830 10;UNDERSÅKER;Jamtlands lan;7025371.052;1371541.014
Ombud;232603-91B;Ovikens Bygg Shop;Myrviksvagen 22;;830 24;OVIKEN;Jamtlands lan;6988412.586;1425814.19
Ombud;232605-90A;Handlar'n Storsjo;Storsjo 244;;840 34;STORSJÖ;Jamtlands lan;6968564;1359698
Ombud;232605-91A;Ljungdalsfjallens turistbyra;Ljungdalen;;840 35;LJUNGDALEN;Jamtlands lan;6974935;1346420
Ombud;232607-90A;Ica Klovsjo;Klovsjovagen 25;;840 32;KLÖVSJÖ;Jamtlands lan;6936043;1417051
Ombud;232608-90B;Handsjo Handel;Sjovagen 1;;840 30;RÄTAN;Jamtlands lan;6928421.843;1434386.033
Ombud;236102-91B;Ica Nara Lofsdalen;Lofsdalsvagen 28;;840 85;LOFSDALEN;Jamtlands lan;6891424;1367806
Ombud;236104-90A;Ekbergs Fiske;Havagen 8;;840 92;VEMDALEN;Jamtlands lan;6927317;1399907
Ombud;236104-91A;Vemhatraffen;Östbergsgatan;;840 91;VEMHÅN;Jamtlands lan;6912066;1408616
Ombud;236105-90F;Hede Farg & Maleri;Storgatan 18 A;;840 93;HEDE;Jamtlands lan;6925007.457;1381548.09
Ombud;236106-91A;Linsells Livs;Linsell 182;;842 91;SVEG;Jamtlands lan;6895247;1400237
Ombud;236107-91A;Ramundbergets Lanthandel;Skarssvangen 2;;840 97;BRUKSVALLARNA;Jamtlands lan;6959275;1325094
Ombud;236109-90B;Ytterhogdals trafikbutik AB;Östansjo 174;;840 90;YTTERHOGDAL;Jamtlands lan;6895626;1455549
Ombud;238004-91A;ICA Faker;Gronviken 205;;830 22;FÅKER;Jamtlands lan;6987276;1438851
Ombud;238007-90A;Colorama Sedinhuset;Centrumvagen 33;;834 31;BRUNFLO;Jamtlands lan;6996826;1450696
Ombud;238010-90B;Svegardhs Livs;Gustaf Rydstedts vag 2;;836 93;HÄGGENÅS;Jamtlands lan;7031652;1454978
Ombud;240102-91A;Grasmyr Bensin & Livs;Fallan 17;;914 95;GRÄSMYR;Vasterbottens lan;7079099;1688193
Ombud;240102-93A;Handlar'n Nyaker;Byvagen 68;;914 94;NYÅKER;Vasterbottens lan;7077974;1672866
Ombud;240301-91A;Örtrask Livs HB;Storgatan 85;;916 95;ÖRTRÄSK;Vasterbottens lan;7118227;1654737
Ombud;240401-90A;GoMaten;Bla vagen 109;;922 95;GRANÖ;Vasterbottens lan;7131908;1669825
Ombud;240402-90B;Handlarn Åmsele;Byavagen 112;;922 75;ÅMSELE;Norrbottens lan;7163445;1669926
Ombud;240904-91B;Shell Ånaset;Brogatan 5;;915 34;ÅNÄSET;Vasterbottens lan;7140891;1753561
Ombud;241702-90C;Affarn i Bastutrask AB;Backgatan 1;;930 61;BASTUTRÄSK;Vasterbottens lan;7194114;1701376
Ombud;242101-91C;Slussforsboa;Skogsvagen 2;;923 97;SLUSSFORS;Vasterbottens lan;;
Ombud;242103-93B;Konsum Tarnaby;Vastra Strandvagen 15;;920 64;TÄRNABY;Vasterbottens lan;7290142;1474856
Ombud;242201-91C;Ammarnas Livs;Box 22;;920 75;AMMARNÄS;Vasterbottens lan;7317617;1518540
Ombud;242201-92A;ICA Nara Blattnicksele;Strandvagen 13;;920 72;BLATTNICKSELE;Vasterbottens lan;7250033;1582948
Ombud;242202-90A;Jonssons Livs;Byvagen 46;;924 93;GARGNÄS;Vasterbottens lan;7247363;1600570
Ombud;242501-91C;Catarinas Livs;Junselevagen 7;;917 95;SVANAVATTNET;Vasterbottens lan;7110878;1540897
Ombud;242501-92A;Ormsjodalens ICA;V. Ormsjo 70;;917 91;DOROTEA;Vasterbottens lan;7145942;1509819
Ombud;242502-91A;Borgafjallens Lanthandel;Centrumvagen 18;;917 04;BORGAFJÄLL;Vasterbottens lan;7192501;1465899
Ombud;246201-93A;Dikanas Fjallhandel;Albinsvagen 5;;923 94;DIKANÄS;Vasterbottens lan;7236919;1508758
Ombud;246201-95B;Klimpfjallshandlarn;Vildmarksvagen 1;;912 98;KLIMPFJÄLL;Vasterbottens lan;7218153;1453166
Ombud;246201-96A;Sista Utposten;Kittelfjall 5721;;92395;KITTELFJÄLL;Vasterbottens lan;7238885;1487801
Ombud;246201-96B;Saxnas Lanthandel;Saxnas 27;;910 88;MARSFJÄLL;Vasterbottens lan;7207410;1478989
Ombud;246304-90B;Handlarn i Fredrika;Umevagen 10;;919 93;FREDRIKA;Vasterbottens lan;7110229.086;1626844.829
Ombud;248003-90A;Matboa;Tavelsjovagen 84;;92263;TAVELSJÖ;Vasterbottens lan;7110425;1707810
Ombud;248006-91B;Ica Fyren;Kyrkvagen 22;;913 42;OBBOLA;Vasterbottens lan;7073737;1722915
Ombud;248007-90A;Konsum Hornefors;Bruksgatan 17;;905 31;HÖRNEFORS;Vasterbottens lan;7064099;1703332
Ombud;248009-90C;Time Savar;Kungsvagen 2;;918 31;SÄVAR;Vasterbottens lan;7096322.009;1732654.201
Ombud;248009-91A;ICA Nara Bullmark;Robertsforsv 37;;918 92;BULLMARK;Vasterbottens lan;7111343;1728429
Ombud;248009-92C;Handlarn Botsmark;Radmansvagen 8;;922 77;BOTSMARK;Vasterbottens lan;;
Ombud;248010-90A;Affar´n;Box 53;;918 03;HOLMÖN;Vasterbottens lan;7086268;1749311
Ombud;248202-91B;Ica Supermarket Skelleftehamn;S:t Örjansvagen 6;;932 32;SKELLEFTEHAMN;Vasterbottens lan;7186882.512;1759040.156
Ombud;248203-90C;Burea Bensin och Livs;Jagargatan 1;;930 15;BUREÅ;Vasterbottens lan;7179042;1757852
Ombud;248205-90A;Ica X-tra;Norra Torggatan 3, box 14;;936 21;BOLIDEN;Vasterbottens lan;7203740;1717111
Ombud;248206-90A;Affarn;Storkagetrask 15;;934 94;KÅGE;Vasterbottens lan;7215727;1727383
Ombud;248207-90B;Ica Supermarket;Storgatan 3;;930 47;BYSKE;Vasterbottens lan;;
Ombud;248210-91B;Lovangers Blommor AB;Kungsvagen 28;;930 10;LÖVÅNGER;Vasterbottens lan;7151912;1765766
Ombud;248211-90B;OKQ8 Burtrask;Sundbrogatan 7;;937 32;BURTRÄSK;Vasterbottens lan;;
Ombud;248211-91A;Ica Bygdsiljum;Robertsforsvagen 4;;937 33;BYGDSILJUM;Vasterbottens lan;7146487;1726902
Ombud;250502-91B;ICA Nara Finnbergs;Storgatan 90;;930 81;GLOMMERSTRÄSK;Norrbottens lan;7245213;1678793
Ombud;250602-92A;Jackviks Service HB;Byavagen 10;;938 95;JÄCKVIK;Norrbottens lan;7366190;1551858
Ombud;250602-94A;Slagnas Lanthandel;Gammvagen 3;;930 91;SLAGNÄS;Norrbottens lan;7278061;1608940
Ombud;251002-91B;K o M in Bageri och Lanthandel;Kabdalis 402;;962 05;KÅBDALIS;Norrbottens lan;7344820.33;1688802.179
Ombud;251004-90A;Laponia Livs;Stromgatan 39;;982 60;PORJUS;Norrbottens lan;7434832;1675223
Ombud;251005-90A;Bilisten;Industrivagen 2;;960 30;VUOLLERIM;Norrbottens lan;7378108;1713664
Ombud;251401-91A;Konsum Sangis;Bagarevagen 2;;952 72;SANGIS;Norrbottens lan;7327787;1850342
Ombud;251401-92A;Handlar´n Vitvattnet;Vitvattnet 341;;952 93;KALIX;Norrbottens lan;7348618;1834161
Ombud;251402-90A;ICA Nyckeln;Torgvagen 7;;950 40;TÖRE;Norrbottens lan;7329405;1811217
Ombud;251402-91A;Coop Konsum Morjarv;Kopmangatan 1;;950 42;MORJÄRV;Norrbottens lan;7347142;1811830
Ombud;251802-91B;Rautilas Livs;Byvagen 47;;957 23;JUOKSENGI;Norrbottens lan;7408549;1856316
Ombud;252101-91A;Handlar'n Muodoslompolo;Byavagen 28;;984 95;MUODOSLOMPOLO;Norrbottens lan;;
Ombud;252103-91A;Åkes Livs;Kitkiojarvi 20;;984 99;PAJALA;Norrbottens lan;7542922;1807705
Ombud;252106-90A;Alskog i Junosuando;C/O Postnord Thermo port 1;;901 37;UME¿;Norrbottens lan;7497050;1786250
Ombud;252106-91D;Kangos Lanthandel;Norrabyavagen 1;;980 63;KANGOS;Norrbottens lan;7503627.462;1792462.056
Ombud;252301-91A;Makis Livs;Stora Vagen 38;;980 42;ULLATTI;Norrbottens lan;7448060;1761551
Ombud;252301-92A;Ica Dyrlinds;Skaulo 7;;982 04;GÄLLIVARE;Norrbottens lan;7489998;1727336
Ombud;252304-90A;ICA Polar;Kalixvagen 78;;980 41;HAKKAS;Norrbottens lan;7436233;1751351
Ombud;258004-90A;Ica Handelsboden;Affarsvagen 6;;955 31;RÅNEÅ;Norrbottens lan;7321380;1795635
Ombud;258102-90B;E-Fyren AB;Javrevagen 200;;944 94;JÄVREBYN;Norrbottens lan;7238753;1767111
Ombud;258103-91B;Olofssons Livs;Lillpitevagen 548;;946 92;LILLPITE;Norrbottens lan;7262940;1748691
Ombud;258103-92A;Langtrask Livs AB;Basvagen 2;;942 05;LÅNGTRÄSK;Norrbottens lan;7261157;1710263
Ombud;258103-93B;Forsens Livs;Sikforsvagen 39;;942 94;SIKFORS;Norrbottens lan;7280379;1748931
Ombud;258105-90C;Ica Norrfjarden;Porsnastorget 3;;945 31;NORRFJÄRDEN;Norrbottens lan;;
Ombud;258202-90C;Gunnarsby Lanthandel;Klovervagen 12;;961 97;GUNNARSBYN;Norrbottens lan;;
Ombud;258202-91A;Niemisels Livs Nara Dig;Bergandevagen 2;;955 95;NIEMISEL;Norrbottens lan;7338193;1780214
Ombud;258203-91B;Harads Maskin & Fritid;Edeforsvagen 56;;960 24;HARADS;Norrbottens lan;7341295;1732766
Ombud;258301-91B;Seskaro Livs Handlarn;Allévagen 1;;953 94;SESKARÖ;Norrbottens lan;7315954;1863169
Ombud;258401-91C;Coop Lapporten Abisko;Kallejonsvagen 7;;981 07;ABISKO;Norrbottens lan;7587305.608;1624477.392
Ombud;258401-92B;Coop Konsum Katterjakk;Katterjakk;;981 94;RIKSGRÄNSEN;Norrbottens lan;7594056.602;1597007.201
Ombud;258402-90B;Coop Nara Vittangi;Centralvagen 26;;980 10;VITTANGI;Norrbottens lan;7520959.015;1747327.834
Ombud;258402-91B;Coop Nara Svappavaara;Kirunavagen;;980 20;SVAPPAVAARA;Norrbottens lan;7515450.318;1722556.235
Ombud;258402-92B;Matsacken;Byvagen 78;;980 13;LANNAVAARA;Norrbottens lan;7563387.717;1757006.952
Ombud;258403-90A;Karesuando Bensin;Leastadiusvagen 50;;980 16;KARESUANDO;Norrbottens lan;7608909;1772510
